
 num     #instances         #bytes  class name
2199:             1             24  sun.nio.cs.ext.IBM273
2200:             1             24  java.util.concurrent.TimeUnit$4
2201:             1             24  sun.nio.cs.ext.GB18030
2202:             1             24  sun.nio.cs.ext.ISO2022_CN
2203:             1             24  sun.management.ThreadImpl
2204:             1             24  com.google.common.cache.CacheBuilder$OneWeigher
2205:             1             24  org.apache.lucene.search.BooleanClause$Occur$1
2206:             1             24  sun.nio.cs.ext.IBM875
2207:             1             24  sun.nio.cs.ext.IBM1006
2208:             1             24  sun.nio.cs.ext.IBM943C
2209:             1             24  sun.rmi.runtime.RuntimeUtil$1
2210:             1             24  sun.nio.cs.ext.MacArabic
2211:             1             24  [Lcom.google.common.cache.CacheBuilder$OneWeigher;
2212:             1             24  org.apache.lucene.search.BooleanClause$Occur$2
2213:             1             24  java.util.concurrent.TimeUnit$5
2214:             1             24  sun.nio.cs.ext.IBM277
2215:             1             24  sun.security.provider.DSAParameters
2216:             1             24  org.apache.lucene.search.BooleanClause$Occur$3
2217:             1             24  sun.nio.cs.Surrogate$Parser
2218:             1             24  java.net.Inet4AddressImpl
2219:             1             24  sun.nio.cs.ISO_8859_5
2220:             1             24  org.apache.lucene.document.Field$TermVector$1
2221:             1             24  sun.nio.cs.ext.IBM921
2222:             1             24  sun.nio.cs.ext.ISO2022_JP
2223:             1             24  sun.nio.cs.ext.IBM1025
2224:             1             24  com.google.common.cache.CacheBuilder$NullListener
2225:             1             24  sun.nio.cs.ext.MacCentralEurope
2226:             1             24  java.util.concurrent.TimeUnit$6
2227:             1             24  sun.nio.cs.ext.EUC_CN
2228:             1             24  sun.nio.cs.ext.IBM278
2229:             1             24  [Lcom.google.common.cache.CacheBuilder$NullListener;
2230:             1             24  org.apache.lucene.document.Field$TermVector$2
2231:             1             24  com.ctc.wstx.compat.Jdk14Impl
2232:             1             24  sun.nio.cs.ext.ISO2022_JP_2
2233:             1             24  org.apache.catalina.startup.SetPublicIdRule
2234:             1             24  sun.nio.cs.IBM874
2235:             1             24  org.apache.lucene.document.Field$TermVector$3
2236:             1             24  org.apache.http.protocol.BasicHttpProcessor
2237:             1             24  sun.nio.cs.ext.IBM922
2238:             1             24  com.sun.security.auth.PolicyFile
2239:             1             24  org.apache.lucene.search.FieldCacheImpl$DocTermOrdsCache
2240:             1             24  sun.nio.cs.ext.IBM1046
2241:             1             24  org.apache.lucene.codecs.lucene41.Lucene41PostingsFormat
2242:             1             24  sun.nio.cs.ext.IBM948
2243:             1             24  org.apache.catalina.users.MemoryRole
2244:             1             24  sun.management.VMManagementImpl
2245:             1             24  java.util.concurrent.TimeUnit$7
2246:             1             24  sun.nio.cs.ext.MacCroatian
2247:             1             24  sun.nio.cs.ext.IBM280
2248:             1             24  org.apache.catalina.startup.IgnoreAnnotationsRule
2249:             1             24  org.apache.lucene.document.Field$TermVector$4
2250:             1             24  java.util.regex.Pattern$Pos
2251:             1             24  sun.net.ProgressMonitor
2252:             1             24  sun.management.CompilationImpl
2253:             1             24  org.apache.lucene.search.FieldCacheImpl$DocsWithFieldCache
2254:             1             24  sun.nio.cs.ISO_8859_7
2255:             1             24  org.apache.catalina.startup.SetDistributableRule
2256:             1             24  org.apache.lucene.document.Field$TermVector$5
2257:             1             24  org.apache.solr.schema.DateField$ThreadLocalDateFormat
2258:             1             24  sun.nio.cs.ext.ISO2022_KR
2259:             1             24  sun.nio.cs.ext.IBM1097
2260:             1             24  sun.nio.cs.ext.MacCyrillic
2261:             1             24  org.apache.lucene.util.packed.PackedInts$Format$1
2262:             1             24  java.lang.ProcessEnvironment$StringEnvironment
2263:             1             24  org.apache.http.impl.io.HttpRequestWriter
2264:             1             24  org.apache.catalina.startup.SetJspConfig
2265:             1             24  com.google.common.cache.LocalCache$EntryFactory$1
2266:             1             24  sun.nio.cs.ext.IBM284
2267:             1             24  sun.nio.cs.ext.GBK
2268:             1             24  java.net.InetAddress$CacheEntry
2269:             1             24  com.sun.imageio.spi.FileImageInputStreamSpi
2270:             1             24  sun.nio.cs.ext.IBM930
2271:             1             24  org.apache.catalina.startup.SetLoginConfig
2272:             1             24  [Lorg.apache.http.conn.routing.RouteInfo$TunnelType;
2273:             1             24  org.apache.lucene.util.packed.PackedInts$Format$2
2274:             1             24  sun.nio.cs.ISO_8859_9
2275:             1             24  com.google.common.cache.LocalCache$EntryFactory$2
2276:             1             24  sun.nio.cs.ext.IBM1098
2277:             1             24  sun.nio.cs.ext.ISO_8859_3
2278:             1             24  sun.nio.cs.ext.IBM949
2279:             1             24  [Lorg.apache.lucene.search.spell.WordBreakSpellChecker$BreakSuggestionSortMethod;
2280:             1             24  com.sun.org.apache.xerces.internal.impl.dtd.XMLContentSpec
2281:             1             24  sun.nio.cs.ext.MacDingbat
2282:             1             24  org.apache.catalina.startup.SetAuthConstraintRule
2283:             1             24  com.sun.imageio.spi.FileImageOutputStreamSpi
2284:             1             24  sun.nio.cs.ext.IBM285
2285:             1             24  sun.nio.cs.ThreadLocalCoders$1
2286:             1             24  org.apache.solr.common.util.DateUtil$ThreadLocalDateFormat
2287:             1             24  org.apache.solr.schema.BoolField$1
2288:             1             24  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport
2289:             1             24  com.google.common.cache.LocalCache$EntryFactory$3
2290:             1             24  sun.nio.cs.ext.IBM838
2291:             1             24  [Lorg.apache.catalina.Service;
2292:             1             24  [Lorg.apache.http.conn.routing.RouteInfo$LayerType;
2293:             1             24  org.apache.catalina.startup.ServiceQnameRule
2294:             1             24  org.apache.lucene.search.MatchAllDocsQuery$MatchAllDocsWeight
2295:             1             24  org.apache.lucene.document.Field$Index$1
2296:             1             24  sun.nio.cs.IBM737
2297:             1             24  sun.nio.cs.ext.IBM1112
2298:             1             24  sun.nio.cs.ext.IBM949C
2299:             1             24  com.sun.imageio.spi.InputStreamImageInputStreamSpi
2300:             1             24  sun.nio.cs.ext.ISO_8859_6
2301:             1             24  com.google.common.cache.LocalCache$EntryFactory$4
2302:             1             24  sun.nio.cs.ext.MacGreek
2303:             1             24  sun.nio.cs.ThreadLocalCoders$2
2304:             1             24  org.apache.tomcat.util.net.JIoEndpoint$WorkerStack
2305:             1             24  sun.nio.cs.ext.IBM297
2306:             1             24  org.apache.lucene.document.Field$Index$2
2307:             1             24  sun.nio.cs.ext.IBM1140
2308:             1             24  com.google.common.cache.LocalCache$EntryFactory$5
2309:             1             24  org.apache.lucene.search.TopDocs
2310:             1             24  com.sun.imageio.spi.OutputStreamImageOutputStreamSpi
2311:             1             24  sun.nio.cs.ext.IBM933
2312:             1             16  java.lang.management.PlatformComponent$4
2313:             1             16  sun.reflect.GeneratedMethodAccessor10
2314:             1             16  org.apache.solr.search.ValueSourceParser$61
2315:             1             16  org.apache.lucene.codecs.lucene3x.Lucene3xTermVectorsFormat
2316:             1             16  com.sun.org.apache.xerces.internal.impl.dv.dtd.StringDatatypeValidator
2317:             1             16  java.lang.reflect.ReflectAccess
2318:             1             16  sun.reflect.GeneratedMethodAccessor65
2319:             1             16  sun.reflect.GeneratedMethodAccessor50
2320:             1             16  sun.reflect.GeneratedConstructorAccessor13
2321:             1             16  sun.reflect.GeneratedMethodAccessor78
2322:             1             16  org.slf4j.impl.StaticLoggerBinder
2323:             1             16  java.lang.management.PlatformComponent$5
2324:             1             16  org.apache.lucene.search.FieldCache$6
2325:             1             16  org.apache.solr.search.ValueSourceParser$62
2326:             1             16  org.apache.http.impl.client.DefaultConnectionKeepAliveStrategy
2327:             1             16  java.util.Collections$EmptySet
2328:             1             16  sun.reflect.GeneratedConstructorAccessor48
2329:             1             16  sun.reflect.GeneratedConstructorAccessor62
2330:             1             16  org.apache.http.protocol.RequestUserAgent
2331:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor5
2332:             1             16  org.apache.solr.search.ValueSourceParser$22
2333:             1             16  org.apache.lucene.codecs.lucene3x.Lucene3xFieldInfosFormat
2334:             1             16  sun.reflect.GeneratedMethodAccessor26
2335:             1             16  com.sun.org.apache.xerces.internal.impl.dv.dtd.IDDatatypeValidator
2336:             1             16  org.apache.http.impl.entity.EntityDeserializer
2337:             1             16  sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar
2338:             1             16  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory
2339:             1             16  java.lang.management.PlatformComponent$6
2340:             1             16  org.apache.solr.search.ValueSourceParser$63
2341:             1             16  sun.reflect.GeneratedMethodAccessor11
2342:             1             16  sun.reflect.GeneratedMethodAccessor42
2343:             1             16  java.lang.CharacterData00
2344:             1             16  org.apache.solr.search.ValueSourceParser$23
2345:             1             16  sun.reflect.GeneratedMethodAccessor79
2346:             1             16  org.slf4j.impl.JDK14LoggerFactory
2347:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor11
2348:             1             16  org.apache.tomcat.util.net.JIoEndpoint$Acceptor
2349:             1             16  sun.reflect.GeneratedMethodAccessor51
2350:             1             16  org.apache.lucene.search.FieldCache$7
2351:             1             16  org.apache.http.protocol.RequestExpectContinue
2352:             1             16  com.sun.org.apache.xerces.internal.impl.dv.dtd.IDREFDatatypeValidator
2353:             1             16  org.apache.lucene.codecs.simpletext.SimpleTextStoredFieldsFormat
2354:             1             16  sun.reflect.GeneratedMethodAccessor66
2355:             1             16  org.apache.solr.search.ValueSourceParser$64
2356:             1             16  java.lang.management.PlatformComponent$7
2357:             1             16  sun.reflect.GeneratedMethodAccessor27
2358:             1             16  sun.reflect.GeneratedConstructorAccessor49
2359:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor6
2360:             1             16  org.apache.solr.response.CSVResponseWriter
2361:             1             16  org.apache.lucene.search.DocIdSet$1$1
2362:             1             16  org.apache.solr.search.ValueSourceParser$24
2363:             1             16  org.apache.solr.search.ValueSourceParser$65
2364:             1             16  sun.reflect.GeneratedMethodAccessor80
2365:             1             16  sun.reflect.GeneratedMethodAccessor12
2366:             1             16  java.lang.management.PlatformComponent$8
2367:             1             16  sun.reflect.GeneratedConstructorAccessor68
2368:             1             16  org.apache.lucene.codecs.lucene3x.Lucene3xSegmentInfoFormat
2369:             1             16  org.apache.lucene.util.fst.NoOutputs
2370:             1             16  java.io.FileDescriptor$1
2371:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor12
2372:             1             16  org.apache.lucene.search.FieldCache$8
2373:             1             16  sun.reflect.GeneratedMethodAccessor52
2374:             1             16  sun.reflect.GeneratedMethodAccessor28
2375:             1             16  org.apache.solr.search.ValueSourceParser$66
2376:             1             16  java.util.Collections$EmptyList
2377:             1             16  org.apache.solr.search.ValueSourceParser$25
2378:             1             16  com.google.common.cache.CacheBuilder$3
2379:             1             16  java.util.logging.LoggingProxyImpl
2380:             1             16  sun.reflect.GeneratedConstructorAccessor50
2381:             1             16  java.lang.management.PlatformComponent$9
2382:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor7
2383:             1             16  sun.reflect.GeneratedConstructorAccessor24
2384:             1             16  sun.reflect.GeneratedMethodAccessor131
2385:             1             16  sun.reflect.GeneratedMethodAccessor81
2386:             1             16  java.util.regex.Pattern$CharPropertyNames$5
2387:             1             16  org.apache.solr.search.ValueSourceParser$67
2388:             1             16  com.sun.jmx.mbeanserver.MBeanInstantiator
2389:             1             16  org.apache.solr.search.ValueSourceParser$26
2390:             1             16  org.apache.lucene.search.FieldCache$9
2391:             1             16  java.lang.management.PlatformComponent$10
2392:             1             16  com.sun.org.apache.xerces.internal.impl.dv.dtd.NOTATIONDatatypeValidator
2393:             1             16  sun.reflect.GeneratedMethodAccessor53
2394:             1             16  org.apache.http.client.protocol.RequestAddCookies
2395:             1             16  sun.reflect.GeneratedMethodAccessor13
2396:             1             16  sun.management.jmxremote.ConnectorBootstrap$PermanentExporter
2397:             1             16  org.apache.lucene.codecs.lucene3x.Lucene3xNormsFormat
2398:             1             16  org.apache.solr.search.ValueSourceParser$68
2399:             1             16  sun.util.CoreResourceBundleControl
2400:             1             16  sun.reflect.GeneratedMethodAccessor132
2401:             1             16  sun.net.spi.DefaultProxySelector
2402:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor8
2403:             1             16  sun.reflect.GeneratedMethodAccessor82
2404:             1             16  java.lang.management.PlatformComponent$11
2405:             1             16  com.sun.org.apache.xerces.internal.impl.dv.dtd.NMTOKENDatatypeValidator
2406:             1             16  org.apache.catalina.startup.EngineConfig
2407:             1             16  sun.reflect.GeneratedConstructorAccessor25
2408:             1             16  java.lang.Runtime
2409:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor13
2410:             1             16  org.apache.solr.search.ValueSourceParser$27
2411:             1             16  org.apache.solr.search.ValueSourceParser$69
2412:             1             16  java.security.ProtectionDomain$1
2413:             1             16  org.apache.lucene.search.FieldCache$10
2414:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor4
2415:             1             16  java.lang.management.PlatformComponent$12
2416:             1             16  sun.reflect.GeneratedMethodAccessor54
2417:             1             16  org.apache.lucene.util.fst.NoOutputs$1
2418:             1             16  sun.reflect.GeneratedMethodAccessor14
2419:             1             16  sun.security.ec.ECKeyFactory
2420:             1             16  sun.reflect.GeneratedMethodAccessor46
2421:             1             16  [Ljava.lang.Enum;
2422:             1             16  org.apache.solr.search.ValueSourceParser$70
2423:             1             16  [Lorg.apache.solr.client.solrj.impl.LBHttpSolrServer$ServerWrapper;
2424:             1             16  sun.management.ManagementFactoryHelper$PlatformLoggingImpl
2425:             1             16  com.sun.jmx.mbeanserver.SecureClassLoaderRepository
2426:             1             16  java.nio.Bits$1
2427:             1             16  java.util.regex.Pattern$CharPropertyNames$6
2428:             1             16  java.lang.management.PlatformComponent$13
2429:             1             16  org.apache.lucene.codecs.simpletext.SimpleTextTermVectorsFormat
2430:             1             16  sun.reflect.GeneratedConstructorAccessor26
2431:             1             16  org.apache.solr.response.XMLResponseWriter
2432:             1             16  sun.reflect.GeneratedMethodAccessor84
2433:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor14
2434:             1             16  org.apache.lucene.util.CharsRef$UTF16SortedAsUTF8Comparator
2435:             1             16  org.apache.lucene.search.FieldCache$11
2436:             1             16  java.security.ProtectionDomain$3
2437:             1             16  sun.rmi.transport.DGCImpl_Skel
2438:             1             16  org.apache.http.client.protocol.ResponseProcessCookies
2439:             1             16  org.apache.solr.search.ValueSourceParser$71
2440:             1             16  sun.reflect.GeneratedMethodAccessor29
2441:             1             16  sun.rmi.transport.DGCImpl$1
2442:             1             16  sun.reflect.GeneratedConstructorAccessor63
2443:             1             16  sun.reflect.GeneratedMethodAccessor47
2444:             1             16  java.lang.management.PlatformComponent$14
2445:             1             16  com.sun.jmx.mbeanserver.StandardMBeanIntrospector
2446:             1             16  org.apache.http.conn.ssl.AllowAllHostnameVerifier
2447:             1             16  sun.reflect.GeneratedMethodAccessor15
2448:             1             16  sun.reflect.GeneratedMethodAccessor83
2449:             1             16  sun.reflect.GeneratedConstructorAccessor71
2450:             1             16  org.apache.solr.search.ValueSourceParser$28
2451:             1             16  sun.rmi.transport.tcp.TCPTransport$1
2452:             1             16  org.apache.solr.search.ValueSourceParser$72
2453:             1             16  sun.reflect.GeneratedMethodAccessor39
2454:             1             16  java.lang.management.PlatformComponent$15
2455:             1             16  java.util.regex.Pattern$CharPropertyNames$7
2456:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor15
2457:             1             16  sun.reflect.GeneratedMethodAccessor48
2458:             1             16  org.apache.lucene.codecs.simpletext.SimpleTextNormsFormat
2459:             1             16  org.apache.solr.search.ValueSourceParser$29
2460:             1             16  sun.reflect.GeneratedMethodAccessor30
2461:             1             16  org.apache.solr.search.ValueSourceParser$73
2462:             1             16  org.apache.catalina.core.ApplicationFilterFactory
2463:             1             16  java.lang.String$CaseInsensitiveComparator
2464:             1             16  sun.reflect.GeneratedMethodAccessor85
2465:             1             16  org.apache.http.impl.DefaultHttpResponseFactory
2466:             1             16  sun.reflect.GeneratedConstructorAccessor51
2467:             1             16  sun.misc.Unsafe
2468:             1             16  sun.reflect.GeneratedMethodAccessor1
2469:             1             16  java.util.regex.Pattern$CharPropertyNames$8
2470:             1             16  sun.reflect.GeneratedMethodAccessor40
2471:             1             16  sun.reflect.GeneratedConstructorAccessor33
2472:             1             16  org.apache.http.impl.entity.LaxContentLengthStrategy
2473:             1             16  org.apache.lucene.index.TermsEnum$2
2474:             1             16  sun.jdbc.odbc.JdbcOdbcTracer
2475:             1             16  org.apache.solr.search.ValueSourceParser$30
2476:             1             16  sun.util.resources.LocaleData$LocaleDataResourceBundleControl
2477:             1             16  sun.reflect.GeneratedMethodAccessor49
2478:             1             16  sun.reflect.GeneratedConstructorAccessor64
2479:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor16
2480:             1             16  java.util.regex.Pattern$CharPropertyNames$9
2481:             1             16  sun.reflect.generics.tree.TypeVariableSignature
2482:             1             16  org.apache.solr.response.PythonResponseWriter
2483:             1             16  org.apache.lucene.search.MultiTermQuery$1
2484:             1             16  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ResourceContext$1
2485:             1             16  org.apache.solr.util.EmptyEntityResolver$1
2486:             1             16  sun.reflect.GeneratedMethodAccessor31
2487:             1             16  org.apache.catalina.core.AprLifecycleListener
2488:             1             16  org.apache.solr.search.ValueSourceParser$31
2489:             1             16  org.apache.http.impl.client.DefaultRedirectStrategy
2490:             1             16  [Ljava.nio.file.attribute.FileAttribute;
2491:             1             16  org.apache.lucene.util.BytesRef$UTF8SortedAsUnicodeComparator
2492:             1             16  sun.reflect.GeneratedMethodAccessor55
2493:             1             16  org.apache.http.client.protocol.RequestAuthCache
2494:             1             16  org.apache.lucene.index.DocFieldProcessor$1
2495:             1             16  sun.reflect.GeneratedConstructorAccessor27
2496:             1             16  com.sun.jmx.mbeanserver.MXBeanIntrospector
2497:             1             16  com.google.common.cache.CacheBuilder$1
2498:             1             16  java.util.regex.Pattern$CharPropertyNames$10
2499:             1             16  sun.reflect.GeneratedConstructorAccessor52
2500:             1             16  org.apache.solr.search.ValueSourceParser$32
2501:             1             16  org.apache.http.auth.AuthSchemeRegistry
2502:             1             16  sun.misc.GC$LatencyLock
2503:             1             16  sun.reflect.GeneratedMethodAccessor2
2504:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor17
2505:             1             16  java.math.BigDecimal$1
2506:             1             16  sun.misc.Perf
2507:             1             16  java.util.regex.Pattern$CharPropertyNames$11
2508:             1             16  org.apache.solr.response.PHPResponseWriter
2509:             1             16  com.sun.naming.internal.VersionHelper12
2510:             1             16  [Lorg.apache.catalina.Engine;
2511:             1             16  sun.reflect.GeneratedMethodAccessor32
2512:             1             16  java.rmi.server.RMIClassLoader$2
2513:             1             16  org.apache.lucene.util.BytesRef$UTF8SortedAsUTF16Comparator
2514:             1             16  org.apache.solr.search.ValueSourceParser$33
2515:             1             16  org.apache.solr.util.EmptyEntityResolver$2
2516:             1             16  org.apache.http.conn.ssl.BrowserCompatHostnameVerifier
2517:             1             16  org.apache.http.impl.auth.BasicSchemeFactory
2518:             1             16  java.util.regex.Pattern$CharPropertyNames$12
2519:             1             16  org.apache.lucene.index.BufferedDeletesStream$1
2520:             1             16  org.apache.lucene.util.StringHelper$1
2521:             1             16  org.apache.solr.search.ValueSourceParser$34
2522:             1             16  java.lang.Terminator$1
2523:             1             16  org.apache.lucene.codecs.simpletext.SimpleTextLiveDocsFormat
2524:             1             16  sun.reflect.GeneratedConstructorAccessor1
2525:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor18
2526:             1             16  sun.reflect.GeneratedConstructorAccessor53
2527:             1             16  sun.reflect.GeneratedConstructorAccessor28
2528:             1             16  org.apache.lucene.codecs.bloom.DefaultBloomFilterFactory
2529:             1             16  java.util.regex.Pattern$CharPropertyNames$13
2530:             1             16  org.apache.http.conn.ssl.StrictHostnameVerifier
2531:             1             16  org.apache.solr.response.PHPSerializedResponseWriter
2532:             1             16  org.apache.solr.util.stats.Clock$UserTimeClock
2533:             1             16  org.apache.catalina.realm.X509SubjectDnRetriever
2534:             1             16  org.apache.catalina.core.JasperListener
2535:             1             16  org.apache.solr.search.ValueSourceParser$35
2536:             1             16  sun.reflect.GeneratedConstructorAccessor34
2537:             1             16  java.util.zip.ZipFile$2
2538:             1             16  com.google.common.base.Suppliers$SupplierOfInstance
2539:             1             16  org.apache.catalina.valves.AccessLogValve$1
2540:             1             16  org.apache.solr.client.solrj.impl.HttpClientConfigurer
2541:             1             16  org.apache.http.impl.EnglishReasonPhraseCatalog
2542:             1             16  java.util.regex.Pattern$CharPropertyNames$14
2543:             1             16  javax.xml.transform.SecuritySupport
2544:             1             16  sun.reflect.GeneratedMethodAccessor107
2545:             1             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy
2546:             1             16  org.apache.lucene.index.NumericDocValues$1
2547:             1             16  org.apache.tomcat.util.digester.Digester$SystemPropertySource
2548:             1             16  org.apache.http.client.protocol.RequestTargetAuthentication
2549:             1             16  org.apache.http.impl.auth.DigestSchemeFactory
2550:             1             16  org.apache.solr.search.ValueSourceParser$36
2551:             1             16  sun.reflect.GeneratedMethodAccessor3
2552:             1             16  sun.reflect.GeneratedMethodAccessor17
2553:             1             16  com.sun.org.apache.xalan.internal.utils.SecuritySupport
2554:             1             16  java.util.regex.Pattern$CharPropertyNames$15
2555:             1             16  org.apache.solr.response.RubyResponseWriter
2556:             1             16  javax.management.MBeanServerBuilder
2557:             1             16  sun.reflect.GeneratedConstructorAccessor12
2558:             1             16  com.mysql.jdbc.Driver
2559:             1             16  sun.reflect.GeneratedMethodAccessor108
2560:             1             16  org.apache.http.impl.auth.NTLMSchemeFactory
2561:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor19
2562:             1             16  org.apache.solr.search.ValueSourceParser$37
2563:             1             16  java.util.regex.Pattern$CharPropertyNames$16
2564:             1             16  javax.management.JMX
2565:             1             16  sun.reflect.GeneratedConstructorAccessor29
2566:             1             16  org.apache.lucene.index.ConcurrentMergeScheduler$1
2567:             1             16  java.lang.InheritableThreadLocal
2568:             1             16  java.util.zip.Adler32$1
2569:             1             16  sun.reflect.GeneratedMethodAccessor4
2570:             1             16  org.apache.solr.search.ValueSourceParser$38
2571:             1             16  org.apache.solr.handler.dataimport.DataImporter$2
2572:             1             16  org.apache.lucene.util.fst.ByteSequenceOutputs
2573:             1             16  org.apache.lucene.codecs.appending.AppendingPostingsFormat
2574:             1             16  sun.reflect.GeneratedConstructorAccessor11
2575:             1             16  java.util.regex.Pattern$CharPropertyNames$17
2576:             1             16  [Ljava.rmi.server.ObjID;
2577:             1             16  sun.text.normalizer.NormalizerBase$Mode
2578:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor20
2579:             1             16  org.apache.lucene.analysis.util.CharacterUtils$Java5CharacterUtils
2580:             1             16  org.apache.solr.search.ValueSourceParser$39
2581:             1             16  org.apache.http.impl.auth.SPNegoSchemeFactory
2582:             1             16  java.awt.EventQueue$1
2583:             1             16  sun.reflect.GeneratedConstructorAccessor21
2584:             1             16  java.util.regex.Pattern$CharPropertyNames$18
2585:             1             16  javax.management.NotificationBroadcasterSupport$1
2586:             1             16  org.apache.lucene.search.FieldCache$Ints$1
2587:             1             16  org.apache.http.client.protocol.RequestProxyAuthentication
2588:             1             16  sun.rmi.runtime.RuntimeUtil
2589:             1             16  com.sun.jmx.mbeanserver.DescriptorCache
2590:             1             16  java.lang.UNIXProcess$ProcessReaperThreadFactory
2591:             1             16  org.apache.solr.response.RawResponseWriter
2592:             1             16  sun.reflect.GeneratedConstructorAccessor30
2593:             1             16  org.apache.solr.search.ValueSourceParser$40
2594:             1             16  sun.reflect.GeneratedMethodAccessor33
2595:             1             16  com.sun.jmx.remote.protocol.iiop.IIOPProxyImpl
2596:             1             16  java.util.regex.Pattern$CharPropertyNames$19
2597:             1             16  org.apache.http.impl.auth.KerberosSchemeFactory
2598:             1             16  sun.reflect.GeneratedConstructorAccessor17
2599:             1             16  org.apache.lucene.analysis.util.CharacterUtils$Java4CharacterUtils
2600:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor21
2601:             1             16  org.apache.solr.search.grouping.endresulttransformer.MainEndResultTransformer
2602:             1             16  sun.misc.FloatingDecimal$1
2603:             1             16  com.mysql.jdbc.log.NullLogger
2604:             1             16  org.apache.lucene.search.spell.LuceneLevenshteinDistance
2605:             1             16  org.apache.solr.search.ValueSourceParser$41
2606:             1             16  sun.text.normalizer.NormalizerBase$NFDMode
2607:             1             16  sun.reflect.GeneratedMethodAccessor16
2608:             1             16  sun.reflect.GeneratedConstructorAccessor2
2609:             1             16  sun.reflect.GeneratedConstructorAccessor22
2610:             1             16  java.util.regex.Pattern$CharPropertyNames$20
2611:             1             16  org.apache.solr.client.solrj.impl.BinaryResponseParser
2612:             1             16  org.apache.catalina.valves.AccessLogValve$RemoteAddrElement
2613:             1             16  sun.reflect.ReflectionFactory
2614:             1             16  org.apache.solr.search.ValueSourceParser$42
2615:             1             16  sun.reflect.GeneratedMethodAccessor34
2616:             1             16  java.util.regex.Pattern$CharPropertyNames$21
2617:             1             16  java.awt.EventQueue$2
2618:             1             16  com.sun.org.apache.xpath.internal.objects.LessThanComparator
2619:             1             16  sun.reflect.GeneratedConstructorAccessor57
2620:             1             16  sun.reflect.GeneratedConstructorAccessor35
2621:             1             16  org.apache.lucene.search.FieldCache$Longs$1
2622:             1             16  java.util.Collections$EmptyEnumeration
2623:             1             16  org.apache.http.cookie.CookieSpecRegistry
2624:             1             16  com.sun.org.apache.xerces.internal.dom.CharacterDataImpl$1
2625:             1             16  org.apache.solr.handler.SnapPuller$1
2626:             1             16  sun.reflect.GeneratedMethodAccessor5
2627:             1             16  org.apache.solr.search.ValueSourceParser$43
2628:             1             16  sun.reflect.GeneratedConstructorAccessor23
2629:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor22
2630:             1             16  sun.net.www.protocol.jar.JarFileFactory
2631:             1             16  java.util.regex.Pattern$CharPropertyNames$22
2632:             1             16  org.apache.catalina.valves.AccessLogValve$DateAndTimeElement
2633:             1             16  com.sun.org.apache.xpath.internal.objects.LessThanOrEqualComparator
2634:             1             16  org.apache.solr.search.grouping.endresulttransformer.SimpleEndResultTransformer
2635:             1             16  java.nio.Bits$1$1
2636:             1             16  org.apache.solr.response.BinaryResponseWriter
2637:             1             16  sun.text.normalizer.NormalizerBase$NFKDMode
2638:             1             16  org.apache.catalina.mbeans.GlobalResourcesLifecycleListener
2639:             1             16  sun.reflect.GeneratedMethodAccessor35
2640:             1             16  java.lang.ref.Reference$Lock
2641:             1             16  org.apache.solr.search.ValueSourceParser$44
2642:             1             16  java.lang.System$2
2643:             1             16  java.util.regex.Pattern$CharPropertyNames$23
2644:             1             16  sun.reflect.GeneratedConstructorAccessor65
2645:             1             16  java.text.MessageFormat$Field
2646:             1             16  org.apache.http.impl.cookie.BestMatchSpecFactory
2647:             1             16  org.apache.solr.search.ValueSourceParser$1
2648:             1             16  sun.security.rsa.RSAKeyFactory
2649:             1             16  sun.reflect.GeneratedConstructorAccessor36
2650:             1             16  com.sun.org.apache.xpath.internal.objects.XMLStringFactoryImpl
2651:             1             16  sun.reflect.GeneratedConstructorAccessor31
2652:             1             16  com.sun.org.apache.xpath.internal.objects.GreaterThanComparator
2653:             1             16  com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder
2654:             1             16  org.apache.catalina.valves.AccessLogValve$ProtocolElement
2655:             1             16  sun.reflect.GeneratedMethodAccessor6
2656:             1             16  sun.reflect.GeneratedSerializationConstructorAccessor23
2657:             1             16  org.apache.solr.search.ValueSourceParser$45
2658:             1             16  sun.rmi.transport.proxy.RMIDirectSocketFactory
2659:             1             16  org.apache.solr.search.ValueSourceParser$2
